,company,description,title
289,IBM,"<span class=""summary"" id=""job_summary"">IBM is hiring a Hardware Developer Co-op to perform Electrical and Magnetic Design and Test of Magnetic Recording Head sensor for tape drives. This position is located at the IBM Almaden Research Center and the individual will work in and with the Tape Head Development Team. In addition, the qualified candidate will work with our key fab supplier in San Jose who develops and manufactures the wafer and head modules for our tape drives. Finally, the individual will also work closely with our Zurich Research team to develop advanced tape head sensors for advanced tape drive research.
<br><br>
This is an opportunity to work with technically diverse team which develops archive storage for the CLOUD. Work with key technical and engineering challenges to advance the technology for new products and for research. As Moore's law reaches its fundamental limits in other technologies, tape sensor technology can be advanced for the next 15-20 years. Additional opportunity to reach and define new novel storage technologies. New patents in current and new areas are a major plus.
<br><br>
Teamwork is key in this job role. Candidate must be able to work with diverse personalities and have humility and drive to get the job done. Attention to design detail and execution are very important. In addition, interest in the current technology and developing new technology are equally important.
<br><br>
This role is a 6 month Co-op opportunity.
<br><br>
Pursuing an EE, Mechanical or Materials Science advanced degree, with interest in Magnetics and magnetic recording
<br>Desire to work in Magnetics
<br><br>
Exposure to Magnetic recording development/industry
<br>Masters or PhD Student</br></br></br></br></br></br></br></br></br></br></br></br></span>","Hardware Developer Co-op - Tape Head & Channel Design-San Jose, CA"
290,Lumentum Operations LLC,"<span class=""summary"" id=""job_summary"">Lumentum (NASDAQ: LITE)
is a market-leading manufacturer of innovative optical and photonic products
enabling optical networking and commercial laser customers
worldwide. Lumentumâs optical components and subsystems are part of
virtually every type of telecom, enterprise, and data center
network. Lumentumâs commercial lasers enable advanced manufacturing
techniques and diverse applications including next-generation 3D sensing
capabilities. Lumentum is headquartered in Milpitas, California with
R&amp;D;, manufacturing, and sales offices worldwide. For more information,
visit
www.lumentum.com
.
<br>
<br>
Lumentum is an Equal
Opportunity Employer, EOE/Minorities/Females/Veterans/Individual with Disability
<br>
<br>
<b>Job Description
</b><br>
<ul><li>Leads failure mode analysis (FMA) of device failures
associated with solder creep, delamination/voids, and device performance
degradation
</li><li>Identifies root cause for failures and proposes
containment and corrective actions
</li><li>Recommends and executes qualification tests for new
processes/components compatible with automotive, telecom and consumer
semiconductor products
</li><li>Performs data analysis utilizing DOE and FMEA tools
regularly throughout product life cycle
</li><li>Generates failure analysis reports and engineering/qualification
reports for new processes/products
</li><li>Plan and execute on schemes to improve product yield
and reliability
</li><li>Communicates/contributes effectively in
cross-functional teams (such as manufacturing, quality and supply-chain
management)
</li></ul><b>Requirements
</b><br>
<ul><li>Hands-on experience with failure analysis of
semiconductor devices
</li><li>Experience with analytic tools to interrogate failures
(e.g., SEM/EDX, FTIR, Sonoscan, X-Ray)
</li><li>Familiarity with DFX, FMEA, and DOE tools
</li><li>Familiarity with Automotive, MIL-STD-883, GR-468-CORE, and
JEDEC qualification standards
</li><li>Education should be MS in Materials Science or
equivalent with 5+ years of experience in optoelectronic components
industry
</li><li>US citizenship or
permanent residency preferred
</li></ul><br>
Primary Location
</br></br></br></br></br></br></br></span>","Staff Failure Analysis and Reliability Engineer (Engineer Staff, Reliability/Test)"
291,"MNF Global, LLC","<span class=""summary"" id=""job_summary"">The S. Cal office of a large firm seeks a Patent Agent to assist with patent preparation and prosecution matters.
<br>
<br>
The ideal candidate will have 3-5 years of top law firm patent prosecution experience in a broad range of chemistry applications which may include the following:
<br>
<br>
automotive
<br>
batteries / power sources
<br>
materials science
<br>
nanotechnology
<br>
oil and gas / petrochemical
<br>
pharmaceuticals
<br>
polymers
<br>
<br>
Firm seeks a candidate admitted to the USPTO and who has an advance degree.
<br>
<br>
Superior academic credentials required.
<br>
<br>
This firm may be of interest to a candidate seeking a more sophisticated practice that has a larger platform.
<br>
<br>
Feel free to contact in confidence.
<br>
<br>
Job Order 526
<br>
<br>
mark.fishman@mnfglobal.com
<br>
www.linkedin.com/in/mnfglobal/
<br>
Dream Job Watch List: http://www.mnfglobal.com/dream-job.html</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Patent Agent - Chemistry
292,MNF Global,"<span class=""summary"" id=""job_summary"">Company Overview
</span>",Patent Associate Attorney - Chemistry
293,Citrine,"<span class=""summary"" id=""job_summary"">Citrine is the artificial intelligence platform for materials and chemicals. Our platform ingests and understands large-scale data from countless sources, such as patents, research papers, technical reports, and existing databases, and uses state-of-the-art AI to anticipate the behavior of all materials and chemicals under any relevant conditions. Check out our outstanding group of customers and partners ( http://www.citrine.io/partners ). Citrine is backed by top tier Silicon Valley venture capital firms including: Innovation Endeavors, Data Collective, Prelude Ventures, AME Cloud Ventures, Morado Ventures, and XSeed Capital.
<br><br>
Position Summary
<br><br>
The Senior Data Engineer will lead our efforts to build and implement robust tools and systems to automate the aggregation, extraction, and structuring of large-scale materials science data to our organization for modeling and analysis. Data are the lifeblood of Citrine, comprising the essential input to our artificial intelligence models of materials behavior. This role involves extensive processing of unstructured data, construction of large-scale data-processing systems, and close collaboration with the Data Science, Scientific Engineering, and Web Engineering teams. The ideal candidate has experience building very flexible systems, enjoys solving complex problems, and is comfortable operating with a fast-paced and iterative work style.
<br><br>
Responsibilities
<br><br>
<ul>
<li>Selecting, structuring, verifying, and processing large sets of materials science data from a variety of siloed sources for inclusion in Citrine’s materials science data platform</li>
<li>Selecting and integrating any relevant big data tools and frameworks appropriate for Citrine’s data</li>
<li>Building automation tools</li>
<li>Implementing efficient, robust, and flexible ETL workflows</li>
<li>Building proof of concept demos</li>
<li>Maintaining Citrine’s materials database; cleaning data to remove errors from the original datasets and to identify possible spurious or physically unreasonable data points that would have a detrimental effect on the models</li>
<li>Integrating new data management technologies</li>
<li>Providing technical mentorship to junior team members</li>
</ul>
Required Skills
<br><br>
<ul>
<li>Creative problem solving ability; love of solving complex technical challenges</li>
<li>Strong scripting ability (python highly-preferred)</li>
<li>SQL-based technologies</li>
<li>Experience with Scala</li>
<li>Experience in large-scale distributed systems</li>
<li>Experience with integration of structured and unstructured data</li>
<li>Excellent communication skills, both written and verbal</li>
</ul>
Highly desirable, but not required
<br><br>
<ul>
<li>Predictive modeling, NLP, and text analysis</li>
<li>Materials Science, Chemistry, or related physical science expertise</li>
</ul>
Educational Requirements
<br><br>
A bachelor’s degree or higher in computer science, software engineering, computer engineering, mathematics, or other technical discipline OR equivalent work experience (minimum of 3 years in data engineering, software engineering, or data science is highly preferred).
<br><br>
Equal Opportunity
<br><br>
All qualified applicants will receive consideration for employment without regard to race, creed, color, or national origin.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Data Engineer
294,Pall,"<span class=""summary"" id=""job_summary"">Pall Corporation is a Fortune 1000 materials science and engineering company with the broadest filtration, separation and purification capabilities in the world. Our process and product enabling technologies help our customers make good products better, safer and even possible. We provide innovative products to customers in health care, biotechnology, pharmaceutical, semiconductor, municipal drinking water, aerospace and industrial manufacturing markets. There is no greater calling or opportunity for a fluid management company than today's challenge helping customers protect people, the environment and our natural resources. Together we are implementing technologies that purify and conserve water, consume less energy, make alternative energy sources possible and practical, advance medicine and minimize emissions and waste. Our collective efforts are enabling a greener more sustainable future.
<br><br>
Description
<br><br>
Sr. Account Manager
<br><br>
<b>Territory:</b> San Francisco
<br>South Bay Area and adjoining locations
<br><br>
<b>RESPONSIBILITIES:</b><br>
1. Provides annual Territory Business Plan coinciding with Pall fiscal
<br>year.
<br><br>
2.
<br><br>
Secures orders from existing and
<br>potential customers by means of visiting the customer facility or contacting by phone.
<br><br>
3.
<br><br>
Secures opportunities to quote on
<br>customer requirements and follows up on quotations to secure orders.
<br><br>
4.
<br><br>
Provides technical service when
<br>appropriate to solve customer problems and ensure customer satisfaction with
<br>Pall products.
<br><br>
5.
<br><br>
Establishes professional customer/vendor
<br>relationships with appropriate customer personnel in the BioPharmaceutical
<br>market (purchasing, engineering, manufacturing, quality assurance, management,
<br>other key personnel).
<br><br>
6.
<br><br>
Exceeds minimum required visibility in
<br>the field as required by the Vice President of BioPharmaceutical Sales.
<br><br>
7.
<br><br>
Provides annual, quarterly and monthly
<br>sales plans and projections to attain
<br><br>
required sales growth and goals as
<br>required by management.
<br><br>
8.
<br><br>
Provides written and verbal
<br>communication covering the status of the territory goals and objectives in a
<br>timely fashion.
<br><br>
9.
<br><br>
Maintains a high degree of technical
<br>expertise through product and application knowledge.
<br><br>
10. Performs other safe, legal, ethical duties essential
<br>to achieving the business
<br><br>
or operational goals.
<br><br>
11. The above describes the essential content of and
<br>requirements for proficient
<br><br>
performance in the position and is not meant to be
<br>all-inclusive
<br><br>
Qualifications
<br><br>
<b>MINIMUM REQUIREMENTS:</b><br>
BA/BS degree, biology, biochemistry, chemistry, engineering or related technical area.
<br><br>
8+ years of outside / inside sales experience in related fields
<br><br>
#lifesciences
<br><br>
Danaher Corporation Overview
<br><br>
Danaher is a global science &amp; technology innovator committed to helping our customers solve complex challenges and improve quality of life worldwide. Our world class brands are leaders in some of the most demanding and attractive industries, including life sciences, medical diagnostics, dental, environmental and industrial solutions. Our globally diverse team of 59,000 associates is united by a common culture and operating system, the Danaher Business System, which serves as our competitive advantage. We generated $16.5B in revenue last year. We are ranked #133 on the Fortune 500 and our stock has outperformed the S&amp;P; 500 by more than 2,000% over 20 years.
<br><br>
At Danaher, you can build a career in a way no other company can duplicate. Our brands allow us to offer dynamic careers across multiple industries. Weâre innovative, fast-paced, results-oriented, and we win. We need talented people to keep winning. Here youâll learn how DBS is used to shape strategy, focus execution, align our people, and create value for customers and shareholders. Come join our winning team.
<br><br>
Organization
<br><br>
:
<br><br>
Pall
<br><br>
Job Function
<br><br>
:
<br><br>
Sales
<br><br>
Primary Location
<br><br>
:
<br><br>
North America-United States-CA-Menlo Park
<br><br>
Schedule
<br><br>
:
<br><br>
Full-time</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Sr. Account Manager -BioPharm
295,Zymergen,"<span class=""summary"" id=""job_summary"">Founded in 2013 and based in the San Francisco Bay Area, Zymergen is a technology company unlocking the power of biology. We deliver better economics for products made from biology that are used across industries, bring new products to market faster, and develop novel products. Our proprietary platform uses robots and machine learning to engineer microbes faster, more predictably, and to a level of performance previously unattainable. These microbes, and the products they produce, have broad applications across industries such as chemicals and materials, agriculture, and healthcare. For more information visit www.zymergen.com ( http://cts.businesswire.com/ct/CT?id=smartlink&amp;url;=http%3A%2F%2Fwww.zymergen.com%2F&amp;esheet;=51436625&amp;newsitemid;=20161010006215&amp;lan;=en-US&amp;anchor;=www.zymergen.com&amp;index;=1&amp;md5;=eadf9f7cb8a0bdbfa22eb7b2688a7e09 ).
<br><br>
<b>Duration:</b><br>
Long Term
<br><br>
Hours per week
<br><br>
40
<br><br>
Salary range
<br><br>
N/A
<br><br>
Education
<br><br>
Master's degree or equivalent in Business Administration, Engineering or related
<br><br>
Experience
<br><br>
Coursework in innovation process management and laboratory technology in materials science and engineering
<br><br>
Job Description
<br><br>
Optimize the movement of material within the operations environment across multiple locations and operations teams to enact manufacturing best practices. Create process solutions, map existing processes, develop proposals for laying out operations, and convert workflows into cellular manufacturing environment. Design, build and improve plans to support operations, logistics of material and data flow within and between operations teams, and measurement systems to evaluate performances.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Operations Analyst
296,Citrine,"<span class=""summary"" id=""job_summary"">About Citrine
<br><br>
Citrine is the artificial intelligence platform for materials and chemicals. Our platform ingests and understands large- scale data from countless sources, such as patents, research papers, technical reports, and existing databases, and uses state-of-the-art AI to anticipate the behavior of all materials and chemicals under any relevant
<br>conditions. Check out our outstanding group of customers and partners. Citrine is backed by top tier Silicon Valley venture capital firms including: Innovation Endeavors, Data Collective, Prelude Ventures, AME Cloud Ventures, Morado Ventures, and XSeed Capital.
<br><br>
<b>Position Summary:</b><br>
As Product Manager you are responsible for development and maintenance of product features from concept to launch that deliver business value to our customers. You will partner with other product management team members to define business requirements, develop product plans, and drive engineering efforts across the company. Successful candidates will have a strong background in gathering user requirements, prioritizing roadmaps, and working with a cross-functional team to deliver a first-class user experience. A successful Product Manager is an expert on their products with excellent communication skills to evangelize products internally across teams as well as externally. To succeed in this role, you must be able to move fast, break down complex problems, and make data-driven decisions to delight our customers.
<br><br>
<b>Specific responsibilities will include:</b><br>
<ul>
<li>Responsible for managing the development, introduction, and continual product management of products and customer facing services. Including managing relationships, the development and management of new products, and product enhancements</li>
<li>Be the voice of our customers. Engage directly with partners and customers to understand how they work with our products, their challenges and opportunities for growth</li>
<li>Drive the development of end-to-end quality metrics, be the voice of quality within the company, and measure the effectiveness of the product</li>
<li>Work closely with engineering and product teams to develop an engineering plan to meet business requirements and prioritize features</li>
<li>Build strong cross-functional partnerships at multiple levels within the company, including engineering, sales, and operations</li>
</ul>
<b>Qualifications:</b><br>
<ul>
<li>2+ years of experience in a product related role and proven track record of delivering products from conception through launch</li>
<li>Bachelor's degree in a technical field; advanced degrees and degrees in fields related to materials science, chemistry, or chemical engineering preferred</li>
<li>Demonstrated ability to work cross-functionally</li>
<li>Outstanding written and oral communication skills, both in technical and business-oriented settings</li>
<li>Proven ability to keep many balls in the air and work independently in a high-stakes, high-pressure setting</li>
<li>Distilling complex technical issues for business audiences, and elucidating business priorities to technical audiences</li>
<li>Rapidly and autonomously devising and implementing creative, efficient, and economical solutions to challenges that inevitably emerge in product development</li>
</ul>
</br></br></br></br></br></br></br></br></br></br></span>",Product Manager
297,Apeel Sciences,"<span class=""summary"" id=""job_summary"">Company Background
<br><br>
In the United States, over a third of all the food we grow is lost to spoilage and wasted before we can eat it. In the developing world, more than half of all produce is lost to spoilage before it can be consumed. Apeel Sciences creates agricultural solutions inspired by and derived from Nature for growers to protect their crops and increase the shelf life of harvested fresh produce. We are committed to being a technological and environmental trailblazer at the interface between the agricultural, materials science, chemistry, biotechnology, and engineering industries to eliminate food waste and reduce reliance on pesticides. Our mission is to enable widespread, positive impacts through the development of high-performance pre- and post-harvest products and processes that conserve our precious natural resources and safeguard the Earth’s delicate ecological balance.
<br><br>
Company Culture
<br><br>
Apeel is comprised of highly talented, deeply passionate, and strongly tight-knit team members who are excited by the opportunity to challenge the status quo, are obsessed with solving problems, and truly seek to positively change how we feed the world.
<br><br>
Our people are core and absolutely fundamental to our company’s success and continued growth. Look around and what do you see? Team members who are working tirelessly and selflessly—not to serve themselves—but to help the team as a whole strategically, aggressively, and collectively realize a shared mission and vision. If you are ready for an opportunity to jump in, tackle challenges (and opportunities!) head-on, take ownership, and drive meaningful outcomes in a highly collaborative, communicative, and dynamic environment, we would love to connect with you!
<br><br>
About This Division
<br><br>
Our Operations Team works in close collaboration with the other Divisions at Apeel and is responsible for determining, implementing, and facilitating the means by which the company may realize its strategic goals and objectives. This is reflected by the different functional roles encompassed by Operations, which include: Supply Chain Logistics and Management; Facilities; IT; Environmental Health &amp; Safety; and Regulatory Affairs &amp; Compliance. In short, Operations keeps the “wheels on the bus” and is a central function that touches all aspects of the company’s work.
<br><br>
Job Description
<br><br>
Apeel Sciences is seeking a motivated and highly detail- and process-oriented individual to implement and execute facilities planning, maintenance, and management, manufacturing logistics, and related aspects of our technical operations. The individual will represent Operations, work closely with the Regulatory Compliance, Safety, Formulation, Process Engineering, and Product Development teams at Apeel, and will report to the Vice President of Operations.
<br><br>
<b>Outcomes and Responsibilities (including but not limited to):</b><br>
Outcomes
<br><br>
<ul>
<li>Coordinate and drive the actions required as part of the renovation and build-out of our second, expanded facility. This includes:</li>
<li>Working with our property brokers and project contractors to ensure high-quality and efficient progress of the project.</li>
<li>Establishing and managing relationships with local, regional, state, and federal officials and professionals to support the project.</li>
<li>Working with our Plant Manager and contracted engineering professionals to support timely construction, assembly, commissioning, and operation of the pilot plant.</li>
<li>Coordination of the company's relocation from our current headquarters into the new space.</li>
<li>Keep the wheels on the bus and the building, its systems, and the laboratory equipment purring! This includes, but is of course not limited to:</li>
<li>Designing and maintaining the facility to meet Good Manufacturing Practice and Food Safety requirements.</li>
<li>Coordinating (and preferably being able to carry out) maintenance and repair of HVAC systems, as well as other mechanical, electrical, and plumbing systems so as to ensure safe, reliable, and effective operation of all such systems (which include both general building and research laboratory systems).</li>
<li>Coordinating (and preferably being able to carry out) maintenance, calibration, and repair of laboratory instruments.</li>
</ul>
Responsibilities
<br><br>
<ul>
<li>Develop a strong technical understanding of our products (e.g., their manufacture, their mode of action, intended uses, etc.).</li>
<li>Work in a cross-functional team to coordinate and support demands between product manufacturing, regulatory compliance, product demonstrations, and product sales.</li>
<li>Develop systems and workflows to automate processes.</li>
<li>Identify and resolves issues in a timely manner.</li>
</ul>
Requirements
<br><br>
<ul>
<li>Direct experience using and managing complex/multi-faceted, electronic building controls systems.</li>
<li>Direct experience working in a highly regulated industry (e.g., food product manufacturing or pharmaceutical industry).</li>
<li>Excellent verbal, written, negotiation, and interpersonal communication skills.</li>
<li>Great attention to detail.</li>
<li>Previous experience in leading cross-functional teams.</li>
<li>Ability to organize and prioritize so as to simultaneously enable progress and outcomes on several parallel projects.</li>
</ul>
Qualifications
<br><br>
<ul>
<li>Bachelor’s or advanced degree in physical sciences, life sciences, engineering, materials, mathematics, computer science, or equivalent.</li>
<li>Trade experience (e.g., as a general contractor, electrician, mechanic) also a strong asset.</li>
<li>5+ years of experience working in a manufacturing environment (including, for example, but not limited to: pharmaceutical, chemical, biologics, semiconductor or other hard goods).</li>
<li>2+ years of management experience.</li>
</ul>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Operations Manager (Facilities)
298,SLAC National Accelerator Laboratory,"<span class=""summary"" id=""job_summary"">POSITION OVERVIEW:
</span>",Proposal Administrator
299,"InVisage Technologies, Inc.","<span class=""summary"" id=""job_summary"">RESPONSIBILITIES
<br>
<br>
Work with multidisciplinary team of scientists and engineers to develop new semiconductor and optoelectronic device concepts
<br>
Translate device specifications into a device design based on real materials parameters
<br>
Participate in planning and design of experiments to test and implement device concepts
<br>
REQUIREMENTS
<br>
<br>
PhD in materials science, electrical engineering, chemical engineering, or a related discipline
<br>
Expertise in designing and characterizing optoelectronic devices based on multilayer stacks of thin film semiconductors
<br>
Strong intuition for how process variations affect the optoelectronic properties of thin film semiconductors
<br>
Knowledge of a wide variety of non-traditional semiconductors, such as metal oxides, metal chalcogenides, nanostructured materials and organics
<br>
Experience with the characterization of physical, electrical and optical properties of thin film semiconductors
<br>
Experience with optoelectronic device simulation software is a plus (e.g. TCAD)
<br>
Must have good communication skills and the ability to collaborate with a multidisciplinary team in a fast-paced environment
<br>
Please apply by clicking the link below or sending your resume to jobs at invisage.com</br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Quantum Film Device Engineer
300,Qualcomm,"<span class=""summary"" id=""job_summary"">Required: Bachelor's, Electrical Engineering and/or Materials Science
<br>
Preferred: Master's, Business Administration and/or Electrical Engineering and/or Materials Science</br></span>",Sr. Sourcing Manager - Semiconductor Assembly and Test
301,Lumileds,"<span class=""summary"" id=""job_summary""><b>Position Title:</b> Sr Packaging Engineer with Module Assembly Experience Functional Area: R&amp;D; Product Development Packaging Position summary/description: Recognized competence owner in the discipline or domain through theoretical educations and long term experience (externally, internationally). Makes contributions to the specialist profession through mentoring, publications, teaching, external collaboration or participation in professional organizations, representing Lumileds. Serves from time to time on Certifications Boards. Plays an active role like organizing / hosting knowledge sharing sessions and facilitating discussions on a certain item.
<br><br>
Is regularly invited to speak at seminars on behalf of Lumileds.Essential responsibilities: In this position, you will be leading process development projects for key mobile flash module applications from concept generation through release to manufacturing. In this role you will be applying engineering discipline and ""out of the box"" thinking to break new ground in providing module solutions based on the most forward looking customer requirements.Your responsibilitiesProcess ownership for next generation module development, defining and leading worldwide activity encompassing prototyping, design freeze, verification builds, and ramp to volume productionTechnical risk analysis and action plan generation to ensure on-time, zero defect product launchProvide leadership for cross functional project team members in a matrix resource environmentDirect technical communication and interaction with key customersLeverage of internal and external supply chains including new vendor and subcon development to meet product requirements and timelinesAble to rapidly extend individual engineering capabilities per specific project needsHands-on approach to development work and problem solving Qualifications and key requirements: BS or advanced degree in Physics, Chemistry, Materials Science, Photonics, Electrical Engineering, Chemical Engineering or related fieldsMinimum 7 years of industry experience, preferably in a product or technology development capacityMust have Package and Module Design experience.Direct experience in one or more of the following areas is required: LED or other optoelectronics characterization and packaging developmentHigh volume module assembly including areas such as die attach, reflow, underfill, wirebond, and singulationCell phone and/or Camera module high volume design or manufacturingExpertise and fluency with engineering tools such as DOE, DRBFM/FMEA, DfSSAbility to drive engineering efforts on more than one project at a timeExceptional communication skills and enthusiasm for detailStrong track record in producing winning / innovative product solutionsAbility to travel internationally (up to 25% time) What we offer: Âˇ Competitive compensation &amp; benefits packageÂˇ Excellent opportunities for professional growth in a dynamic environment Work location: San Jose Employment type: Full Time Contact: Leonel Szmuchleonel@pierpoint.comPackage and Module Design Experience</br></br></span>",Sr Packaging Engineer with Module Assembly Experience
302,Edwards Lifesciences,"<span class=""summary"" id=""job_summary"">The Sr. Manager, Materials Science will support Global HVT Operations in driving supplier evaluation, selection, validation, and integration. This leadership role will develop strategic supplier plans to scale up the global supply chain capacity and to ensure sustainability for both transcatheter and surgical heart valve implantables. A key element of this role will include the development of innovative, designed to cost and critical-to-quality, reliable components for new products. The Sr. Manager will lead materials sciences subject matter experts internally and externally toward technical developments such as new manufacturing process designs for polymer-based and metal components. This leadership role will also identify project risks, mitigations and business impact in concert with cross-functional teams from global Operations sites.
<br><br>
<b>Responsibilities:</b><br>
Manage experienced professionals and oversee the work of one or more areas, functionalities, and locations and have some budgetary responsibilities
<br><br>
Lead cross-functional (and across all sites) and department to develop and provide requirement and specifications that integrate in to complex component(s)
<br><br>
Plan and direct complex project activities with large scale or significant business impact with the accountability for successful completion of all project deliverables to the business and develop project plans and schedule, scope, and quality objectives
<br><br>
Lead in identifying risk, developing mitigation strategies, alternative solutions, resolving issues, etc. in collaboration with cross functional groups
<br><br>
Lead efforts to optimize business processes and systems by assessing business needs and developing, proposing and implementing technology solution options
<br><br>
Qualifications
<br><br>
<b>Required Education/Skills/Experience:</b><br>
Bachelor's degree in Materials Science or Polymer Science is required; a Master’s degree is highly preferred.
<br><br>
A minimum of 12 years of regulated industry experience within a manufacturing environment is required with a Bachelor’s degree; a minimum of 10 years of experience is required with a Master’s degree.
<br><br>
Black belt certified, or equivalent preferred.
<br><br>
Demonstrated track record in management of technical and/or engineering disciplines.
<br><br>
Experienced in polymer sciences and engineering of metal components used in the biomedical device industry.
<br><br>
Technical and managerial leadership enabling process development in global manufacturing sites, and engaging internal and external engineering resources toward harmonized goals and objectives.
<br><br>
Proven successful project management leadership skills.
<br><br>
Excellent documentation and communication skills, interpersonal relationship skills including negotiating and relationship management skills with ability to drive achievement of objectives.
<br><br>
Expert understanding of engineering procedures while identifying applications of functional knowledge and existing methodologies to complex problems.
<br><br>
Expert understanding of related aspects of engineering processes and/or systems.
<br><br>
Knowledge of financial acumen and ROI as it relates to engineering.
<br><br>
Demonstrated ability to manage one or more teams and provide coaching and feedback, including responsibility for all employee actions including hire/fire authority and partnering with HR on all aspects of employee relations.
<br><br>
Ability to develop and integrate metrics into the projects and operations that clearly demonstrate the value of engineering to the business.
<br><br>
Ability to interact professionally with all organizational levels and proactively escalate issues to appropriate levels of management in the organization.
<br><br>
Ability to work and excel within a fast paced, dynamic, and constantly changing work environment.
<br><br>
10% - 20% travel required.
<br><br>
About Edwards
<br><br>
Edwards Lifesciences is the global leader in the science of heart valves and hemodynamic monitoring. Driven by a passion to help patients, the company partners with clinicians to develop innovative technologies in the areas of structural heart disease and critical care monitoring that enable them to save and enhance lives. Headquartered in Irvine, California, Edwards Lifesciences has extensive operations in North America, Europe, Japan, Latin America and Asia and currently employs about 8,200 individuals worldwide.
<br><br>
For us, helping patients is not a slogan - it's our life's work. From developing devices that replace or repair a diseased heart valve to creating new technologies that monitor vital signs in the critical care setting, we focus on helping patients regain and improve the quality of their life. Edwards is an Equal Opportunity/Affirmative Action employer including Minorities, Females, Protected Veterans, and Individuals with Disabilities.
<br><br>
Job Function
<br><br>
:
<br><br>
Engineering - Manufacturing
<br><br>
Primary Location
<br><br>
:
<br><br>
USA-USA-California - Irvine</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>","Senior Manager, Materials Science - Heart Valve Therapy"
303,Pall,"<span class=""summary"" id=""job_summary"">Account Manager (7005684)
-
MED001073
<br>
<br>
About Us
<br>
</br></br></br></span>",Account Manager (7005684)
304,The Photonics Group,"<span class=""summary"" id=""job_summary"">BS Degree required MS preferred in Materials Science, metallurgy, Chemistry or closely related discipline combined with at least 7 years experience, in an industrial role managing all aspects of manufacturing activities of thick film metallization and conductive coatings.
<br><br>
<b>GENERAL FUNCTION:</b><br>
A process engineer with direct experience in the formulation of conductive paints and in thick-film metallization processes for aluminum oxide (Al 2 O 3 ) materials, used in high frequency microwave and millimeter wave vacuum
<br>electron amplifier products, is needed. Microwave amplifiers are employed in a variety of applications including radar, electronic warfare, and high-speed data communicatio ns.
<br><br>
Duties
<br><ul>
<li>Manage all manufacturing activities in the paint chemistry and thick-film metallization production area, ensuring that key yield metrics are consistently met</li>
<li>Communicate requirements and specifications to suppliers of raw and metalized ceramic bodies; identify supplier issues and assist in their resolution</li>
<li>Ensure that established processes fully support manufacturing requirements; conduct periodic audits to assess the effectiveness of the processes; train operators to ensure that a high level of skill and expertise is effectively maintained</li>
<li>Design, build, and test new equipment, tools, and fixtures for streamlining and improving manufacturing efficiency in the production area</li>
<li>Monitor key process parameters and analyze performance data; identify risks and implement corrective actions; spearhead continuous improvement efforts</li>
<li>Support manufacturing engineering, quality assurance, and material review board (MRB) activities</li>
<li>Interface with internal customers to understand needs and requirements. Map requirements and expectations to product specifications and manufacturing activities</li>
<li>As required, source new tools, equipment, and material suppliers to ensure the uninterrupted manufacture and continuous flow of product.</li>
</ul>
KNOWLEDGE, SKILLS, &amp; ABILITIES
<br><ul>
<li>Hands-on industrial experience formulating conductive paints and in the thick-film metallization of aluminum oxide</li>
<li>Good understanding of pre- and post-metallization processing requirements for raw and metalized aluminum oxide</li>
<li>Good understanding of modern manufacturing and grinding techniques for ceramics</li>
<li>Hands-on experience operating and troubleshooting industrial sintering furnaces</li>
<li>Experience in dye penetrant, transmitted light, and X-Ray Fluorescence (XRF) inspection techniques for metalized ceramic bodies</li>
<li>Experience in viscosity, density, fineness of grind, and drying rate measurement methods for conductive paints</li>
<li>Familiarity with mechanical testing methods (i.e. lap shear testing, tensile testing, etc.)</li>
<li>Ability to multi-task and interact effectively with colleagues from various disciplines, as well as customers</li>
<li>Excellent time management skills</li>
<li>Excellent verbal, written word, and Microsoft Office skills</li>
</ul>
Must be a US citizen
<br><br>
If interested please send resume to</br></br></br></br></br></br></br></br></br></br></span>",Process engineer Ceramics / Metallics / Coatings
