,company,description,title
408,General Atomics and Affiliated Companies,"<span class=""summary"" id=""job_summary"">Job Summary </span>",Engineering Group Leader (Nuclear Design)
409,Jim Kay & Associates,"<span class=""summary"" id=""job_summary"">Development Scientist-Newport Beach, CA Area
<br><br>
<b>DESCRIPTION:</b><br>
This position is responsible for developing novel optical adhesives and films involving functional nanoparticles, such as quantum dots and nano-crystals. Responsibilities may include design, formulation, testing, processing, and scale-up of proprietary electronic materials. Products must be developed in a timely manner that will permit their evaluation, qualification, and implementation by customers.
<br><br>
<b>RESPONSIBILITIES:</b><br>
Additional responsibilities include determining development strategy and direction, valuing projects, leveraging technology across different projects, interacting with Research Platforms, and supervising technicians and junior chemists.
<br><br>
Lead complex, long and short term product development projects with focus on the use of functional nanoparticles in display applications; determine technology approach and conceive innovative routes in the formulation, processing, and testing of materials; employ sound experimental designs to effectively develop new materials for electronic applications.
<br><br>
Prepare and deliver presentations on research projects for customers, management and technical audiences; provide technical support services to manufacturing and quality as required.
<br><br>
Actively promote technology across various groups and development teams; seek new technology directions from other groups and from the Research Platforms; support intellectual property activities and provide guidance and recommendations on patents, trademarks and proprietary agreements; contribute to the development of IP strategies for area of responsibility.
<br><br>
Assure all PD laboratory work is carried out in a safe manner including employees wearing personal protective equipment, trained on safety practices, 5s, etc; and that products and processes comply with all deferral and state regulatory agencies; assure all new products meet international chemical health and safety requirements.
<br><br>
Supervise and coach technicians and associate chemists on chemistry and processes and on day to day activities; able to work in a chemical lab environment and with lab equipment and computers; able to carry out laboratory activities.
<br><br>
<b>REQUIREMENTS:</b><br>
Ph.D. degree in Chemistry, Chemical Engineering, Materials Science, or other relevant discipline plus 3+ years of experience in the areas of optical/display materials, surface chemistry/physics, adhesive or film.
<br><br>
Film processing or optical film expertise highly desirable; alternatively, a Masters or Bachelor?s degree plus 7+ years of experience may be considered.
<br><br>
Full understanding and extensive knowledge in the relationship between chemical structures and physical/mechanical/optical properties is a must; experience in the analysis and application of chemical, physical, mechanical and optical data to problem solving and product development; demonstrated ability to partner with customers in product development programs.
<br><br>
May be required to reach, squat, bend and lift up to 25 lbs.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Development Scientist
410,"NICE America Research, Inc.","<span class=""summary"" id=""job_summary""><b>About NICE America Research:</b> NICE America Research, Inc. is a newly established R&amp;D; Center in Silicon Valley, and is a branch of the National Institute of Clean-and-Low-Carbon Energy (NICE) in Beijing, China. NICE is the corporate research arm of Shenhua Group which is an integrated energy company and a Global Fortune 500. We are building teams to develop cutting-edge sustainable and affordable technologies to improve energy efficiency, protect the environment, and mitigate climate change. Our ability to excel depends on the integrity, knowledge, skill, imagination, passion, and teamwork of people like you. Currently we have an opening for a chemical technician or an entry-level bench chemist in catalysis area. We offer competitive compensation packages and excellent benefits. Relocation will be considered.
<br><b>Job Responsibilities:</b> The Catalysis Focus Area aims to develop technologies for shale gas downstream applications such as production of hydrogen, olefins, aromatics, fuels, and fine chemicals. We look for people with hands-on experience in heterogeneous catalyst preparation, characterization, and evaluation at all levels. In particular, the successful candidate at the technician or entry-level chemist level is expected to: 1. Construct, operate, and maintain catalytic reactor systems. 2. With the guidance of senior team members, synthesize and characterize catalysts. 3. Perform online and offline analytic instrument such as gas chromatography. 4. Summarize data on a daily base. 5. Communicate ideas and solutions in both internal and external presentations. 6. Conduct activities in a safe and healthy manner and work in accordance with established EHS requirements to ensure the protection of associates, the public and the environment.
<br><br>
<b>Qualifications:</b> 1. BS in Chemistry, Chemical Engineering, Material Science, or a relevant field with extensive training and experience in catalysis. 2. Hands-on experience in designing and/or operating custom laboratory equipment such as high pressure micro-reactors. 3. Hands-on experience with multiple characterization techniques that are related to catalyst discovery and development. 4. Applied knowledge of standard office software. Experience in programming is a plus. 5. An innovative and independent thinker. Demonstrated ability to quickly and creatively solve complex technical problems. 6. Excellent communication skill and a good team player. Energetic and self-motivated. Willing to work with flexible schedule in a fast-paced, start-up environment.</br></br></br></span>",Chemical Technician
411,Special Counsel,"<span class=""summary"" id=""job_summary"">A Patent Prosecution Associate job with one of the hottest IP practices in the country is immediately available in San Diego, CA courtesy of Parker + Lynch Legal, the attorney search division of Special Counsel! Consideration requires at least two years of large law firm experience in patent prosecution work, as well as a degree in any technical field (e.g., Electrical or Mechanical Engineering, Physics, Computer Science, a Life Science or Chemical Engineering). Superior academic credentials are required, and a competitive salary and benefits package are provided.
<br>
<br>
Patent Prosecution Associate Job Responsibilities include:
<br>
<ul><br>
<li>Preparation and prosecution of domestic and international patent applications
</li><li>Handling a variety of transactional IP-related matters, including IP due diligence and drafting validity and non-infringement opinions
</li><li>Advising and counseling clients
</li></br></ul><br>
Qualifications:
<br>
<ul><br>
<li>JD or LLM degree from an accredited U.S. university
</li><li>Minimum two yearsâ patent prosecution/litigation experience
</li><li>Superior academic credentials
</li><li>Degree in any technical field (e.g., Electrical or Mechanical Engineering, Physics, Computer
</li><li>Science, a Life Science or Chemical Engineering
</li><li>Admitted and in good standing with any State Bar
</li><li>USPTO licensure
</li></br></ul><br>
If you are qualified for this Patent Prosecution Associate job in San Diego CA, then please submit your resume below or email it in Word format to sandiego@specialcounsel.com. Feel free to visit our website at www.parkerlynch.com to review all available opportunities.</br></br></br></br></br></br></span>",Patent Prosecution Associate
412,Special Counsel,"<span class=""summary"" id=""job_summary"">A Patent Litigation Associate job with one of the hottest IP practices in the country is immediately available in San Diego, CA courtesy of Parker + Lynch Legal, the attorney search division of Special Counsel! Consideration requires at least two years of large law firm experience in patent litigation work, as well as a degree in any technical field (e.g., Electrical or Mechanical Engineering, Physics, Computer Science, a Life Science or Chemical Engineering). Superior academic credentials are required, and a competitive salary and benefits package are provided.
<br>
<br>
Patent Prosecution Associate Job Responsibilities include:
<br>
<ul><br>
<li>Complex and sophisticated patent infringement litigation in a variety of technology areas
</li><li>Provide advice and counsel to clients
</li></br></ul><br>
Qualifications:
<br>
<ul><br>
<li>JD or LLM degree from an accredited U.S. university
</li><li>Minimum two yearsâ patent litigation experience
</li><li>Superior academic credentials
</li><li>Degree in any technical field (e.g., Electrical or Mechanical Engineering, Physics, Computer Science, a Life Science or Chemical Engineering)
</li><li>Admitted and in good standing with any State Bar
</li><li>USPTO licensure
</li></br></ul><br>
If you are qualified for this Patent Prosecution Litigation job in San Diego CA, then please submit your resume below or email it in Word format to sandiego@specialcounsel.com. Feel free to visit our website at www.parkerlynch.com to review all available opportunities.</br></br></br></br></br></br></span>",Patent Litigation Associate
413,IP Recruiter Group,"<span class=""summary"" id=""job_summary"">Patent Agent or Associate. Preparation and prosecution of patents within a booming Washington DC practice. <b>Must be willing to relocate to DC metro. </b><br>
<br>
High profile clients and sophisticated work. Need someone with a strong semiconductor fabrication/manufacturing engineering background. If you are an Electrical or Chemical Engineer with solid engineering experience pertaining to semiconductor fabrication and are looking to break into patent law, this could be your opportunity.
<br>
<br>
If you have the appropriate engineering experience and no USPTO bar or formal patent prosecution experience, the client will train, but you must be willing to sit for the USPTO bar. If you are an experienced associate or patent agent with strong semiconductor experience, even better. This is robust patent practice, thus you will ultimately have the opportunity to work with a diverse array of clients and technologies..
<br>
<br>
Requirements: Strong semiconductor fabrication/manufacturing engineering experience. Minimum BS Electrical or Chemical Engineering. Must have exceptional wring skills.
<br>
<br>
Relevant Terms: patent agent, IP, intellectual property, law firm, associate, attorney, lawyer, counsel, agent, technology specialist, electrical, chemical engineering, BSEE, BSCHE, Washington DC, Northern Virginia, VA, Mideast, jobs, employment, recruiters, headhunters, search firms, agencies, patent attorney, patent counsel, patent lawyer, patent associate, patents, patent law</br></br></br></br></br></br></br></br></span>",Patent Agent / Associate / Engineer | Semiconductors
414,3M,"<span class=""summary"" id=""job_summary"">3M is seeking a Senior Product Engineer for the Advanced Materials Division, Ceradyne Inc., a 3M Company, located in Irvine, CA.
</span>","Senior Product Engineer* (Irvine, CA)"
415,Pfizer Inc.,"<span class=""summary"" id=""job_summary""><p><b>To be considered for this position, you must apply at www.pfizercareers.com and search for Job ID</b> <b>1039904.</b></p><p><b><i>Please note, any applications submitted through this website will not be reviewed for consideration.</i></b></p><p><b><i>About Pfizer</i></b></p><p>A career at Pfizer offers opportunity, ownership and impact. All over the world, Pfizer colleagues work together to positively impact health for everyone, everywhere. Our colleagues have the opportunity to grow and develop a career that offers both individual and company success; be part of an ownership culture that values diversity and where all colleagues are energized and engaged; and the ability to impact the health and lives of millions of people. Pfizer, a global leader in the biopharmaceutical industry, is continuously seeking top talent who are inspired by our purpose to innovate to bring therapies to patients that significantly improve their lives.</p><p><b><i>Role Description</i></b></p><p>The Protein Engineering Department is seeking an outstanding Senior Scientist to lead antibody discovery, engineering and technology development projects. They will be responsible for working closely with individuals in both protein engineering and biology to develop the next generation of antibody based cancer therapeutics. They will have access to state of the art antibody generation technologies and will be expected to continue our tradition of developing world class methods and technologies that enhance our therapeutic antibody discovery efforts.</p><p><b><i>Responsibilities</i></b></p><p>The primary responsibilities include obtaining in-depth knowledge of the therapeutic targets of interest and using this information to implement antibody generation campaigns and when necessary technology development. This includes protein expression and purification and subsequent antibody generation using phage and yeast displayed libraries of human antibodies. They will need to work closely with the biologists to test these antibodies in a variety of in vitro and in vivo models and use these results to further engineer the antibodies to maximize their therapeutic potential.</p><p><b><i>Qualifications</i></b></p><ul><li>Ph.D. in Biological Science (Molecular Biology, Structural Biology, Protein Chemistry) or a related field (Chemical Engineering, Biomedical Engineering)</li><li>At least 2 years of post-graduate experience in either an academic or industrial setting is preferred</li><li>Strong track record of success demonstrated through publications in highly regarded journals and/or intellectual property generation</li><li>Previous experience with antibody discovery and engineering technologies such as B-cell cloning, phage display and yeast display</li></ul><p>PHYSICAL/MENTAL REQUIREMENTS :</p><p>Laboratory work: Lifting, sitting, standing, walking, ability to travel</p><p><b><i>Equal Employment Opportunity</i></b></p><p>Pfizer is committed to equal opportunity in the terms and conditions of employment for all employees and job applicants without regard to race, color, religion, sex, sexual orientation, age, gender identity or gender expression, national origin, disability or veteran status. Pfizer also complies with all applicable national, state and local laws governing nondiscrimination in employment as well as work authorization and employment eligibility verification requirements of the Immigration and Nationality Act and IRCA. Pfizer is an E-Verify employer.</p><p>Job Type: Full-time</p></span>","Senior Scientist, Protein/Antibody Engineering"
416,"DiCon Fiberoptics, Inc.","<span class=""summary"" id=""job_summary""><p>DiCon has an immediate opening for a Compound Semiconductor Process Engineer, to develop manufacturing processes for III-V optical devices. This work is focused on the development and manufacture of solid-state nano-devices, especially highly-integrated optical amplifiers, for advanced optical networking applications. The primary responsibility of this position is to develop processes for novel solid-state materials, devices, and nano-structures, including chemical vapor deposition, etching, optical lithography, and other processes for III-V materials. The positions require working collaboratively with top epitaxy and device engineers to develop and optimize the performance of these advanced optical devices.</p><p><b>Qualifications &amp; Requirements</b></p><ul><li>Strong background in semiconductor processes and solid-state physics. Preferably with an M.S. or Ph.D. in Materials Science, Chemistry, Chemical Engineering, Physics, or related field (such as Electrical Engineering, with a focus on semiconductor processing).</li></ul><ul><li>Minimum 2 years of industry experience required.</li><li>Hands-on experience in chemical vapor deposition, dry and wet etching, metallization processes, and lithography.</li><li>Direct experience in process characterization and optimization.</li><li>Ability to work effectively in multi-disciplinary teams.</li><li>Comfortable with a fast-moving high-tech industrial environment.</li></ul><p>Play a key role in the photonics revolution that is driving the development of leading-edge optical devices for communications networks! For information on DiCon Fiberoptics and our products, please visit www.diconfiberoptics.com.</p><p>Interested parties: Please indicate the job code RD-CSPE when submit your resume</p><p>Job Type: Full-time</p></span>",Compound Semiconductor Process Engineer
417,R&D Partners,"<span class=""summary"" id=""job_summary"">Process Development team is looking to bring on board a Downstream Process Development Engineer to help support the continued development, manufacturing and commercialization therapies that address both rare diseases programs as well as Ophthalmology programs.
<b>POSITION REQUIREMENTS AND EXPERIENCE:
</b><br>
<ul><li>Ph.D., with 0-2 years of experience, MS with 2-4 years of experience BS with 4+ years of experience in Chemical Engineering, Biochemistry, Cell &amp; Molecular Biology or related life science engineering fields
</li><li>Experience with protein purification including <b>hands on experience with TFF, UD/DF, GE AKTA, chromatography a </b>t small/pilot/large scale is required.
</li><li>Highly motivated team player capable of leading by example and who exceeds expectations in all aspects of the role
</li><li>Expertise in bioreactor design/operation/validation and advanced statistics on PD and manufacturing data, application of metabolic engineering and working knowledge of molecular biology, biochemistry, and gene therapy is preferable.
</li><li><b>Broad experience in cGMP biologics manufacturing and understanding of regulatory guidelines is preferred
</b></li><li>Experience drafting SOPs, batch records, reports, and protocols is required.
</li></ul><b>RESPONSIBILITIES:
</b><br>
<ul><li>Interact with Assay Development, QC, QA, and pre-clinical group.
</li><li>Ensure safe work place in compliance with the company and EHS' rules and regulations.
</li><li>Work hands-on to develop, optimize, and scale-up downstream processes using small to large scale purification systems in the laboratory setting for the purification of AAV vectors.
</li><li>Keep current with advances in downstream processes for viral vector production.</li></ul></br></br></span>",Downstream Process Development Associate
418,"BaySpec, Inc.","<span class=""summary"" id=""job_summary"">BaySpec, Inc </span>","Director of Sales/Business Developments, Instrumentation business"
419,"California State Polytechnic University, Pomona","<span class=""summary"" id=""job_summary"">California State Polytechnic University, Pomona (Cal Poly Pomona) invites nominations and applications for the position of Dean for the College of Engineering.
<br>
<br>
Cal Poly Pomona is one of two polytechnic universities in the 23-campus California State University system, and one of only seven such institutions nationally. Located 30 miles east of Los Angeles, the university is in one of the most dynamic economic and cultural regions of the country. The University is noted for its scenic and historic 1,400-acre campus, once the winter ranch of cereal magnate W.K. Kellogg, located within an hour’s drive of beaches, mountains, and desert. The University’s almost 24,000 ethnically diverse students are enrolled in 51 baccalaureate and 30 master’s degree programs, 11 credential and certificate programs, and a doctorate in Educational Leadership with approximately 1,200 faculty.
<br>
<br>
The College of Engineering is the largest College at Cal Poly Pomona, serving 5,300 undergraduate and 300 graduate students. Its mission is to educate engineers and technologists to meet increasingly complex technical &amp; socioeconomic challenges. The College offers degrees in 7 departments, with 11 ABET accredited programs leading to B.S. degrees in Aerospace Engineering, Chemical Engineering, Civil Engineering, Electrical Engineering, Computer Engineering, Electronics and Computer Technology, General Engineering Technology, Industrial Engineering, Manufacturing Engineering, and Mechanical Engineering, plus M.S. degrees in Engineering (with emphasis in Aerospace Engineering), Civil Engineering, Electrical Engineering, Engineering Management, Mechanical Engineering, and Systems Engineering. Additional information about the college may be found here .
<br>
<br>
The Dean reports to the Provost and Vice President for Academic Affairs, serves as a member of the Provost's Council, and works closely with others across campus to advance the goals and priorities of the College and University. The Dean is the academic leader and responsible for supervising the College leadership team consisting of two Associate Deans, Department Chairs, and staff. The Dean fosters an environment conducive to academic quality, collegiality, innovation, transparency, and fosters an appreciation for diversity and inclusion. The Dean is expected to promote collaboration, team building and the active engagement of faculty, staff, students, alumni and community partners.
<br>
<br>
The new Dean of the College of Engineering will provide thoughtful leadership as s/he continues to identify future areas of growth. The Dean will build strong interdisciplinary connections across its departments, the University, and externally with industry partners. In particular, s/he will address the following set of key opportunities and challenges:
<ul><li>Shape and implement a vision of educational and scholarly innovation and excellence;
</li><li>Foster a collaborative, innovative, and inclusive culture in the College;
</li><li>Embrace and strengthen the culture of student success and further improve student outcomes;
</li><li>Elevate the profile of the College externally;
</li><li>Advocate for the College of Engineering and collaborate across the Cal Poly Pomona campus;
</li><li>Secure resources to ensure the continued growth and success of the College.
</li></ul><br>
David Bellshaw is leading this search with Emily Chiswick-Patterson and Sheila Bharucha.</br></br></br></br></br></br></br></br></br></span>","Dean, College of Engineering"
420,Huntsman,"<span class=""summary"" id=""job_summary"">Huntsman currently has an immediate opening for a dynamic individual with proven capability as a Site Manager for our Pigments &amp; Additives Division at our facility located in Los Angeles, California.
Essential responsibilities of this position include but are not limited to the following:
Ensure compliance at all times with Huntsman Corporate EHS and Business Conduct Policies and Guidelines and ensure that all people in their area of responsibility are complying.
Ensure all EHS Improvement Plans, regulatory, external and internal, requirements are met. This includes, but is not limited to: participating in PHAs, investigating incidents, driving / coordinating closure of action items.
Oversees the management of production (including: scheduling, raw material requisition, and warehousing), Engineering and Maintenance, EHS, Quality Assurance, and the Transform Program personnel directly and through subordinate managers and/or supervisors in a continuous improvement environment.
Develop a manufacturing strategy to optimize available resources in order to deliver the quality and quantity required.
Prepares and maintains long and short range plans, objectives and budgets for facility success. Creates and communicates a facility vision that complies with Company objectives. Ensures SMART objectives are in place for all employees and audits the accountability of those employees against those established objectives.
Supports an aggressive Quality program which instills personal accountability for accuracy, consistency, and completeness for all operations and departments.
Monitor operations for conformance to financial objectives. Verifies the integrity of all financial reporting and financial controls in accordance with corporate policies and guidelines.
Establish and maintain relationships with plant labor force as well as Union workforce.
Drive accountability and continuous improvement through training, SOPs and workflows as needed to proactively improve quality, efficiency, and standardization.
Fosters good relations with the community, government agencies, customers, and other external contacts.
Acts as a liaison and facilitates a good working relationship between the facility and shared services.
Represents the Company and Site in communications with Regulatory agencies and other external agencies.
Evaluates the plant's capacity and capital needs to meet current and future production requirements.
Plans and implements timely capital investments to support present and future sales while protecting present assets to maximize return on investment.
Review and approve major expense purchases and capital expenditures per corporate policy.
General Responsibilities:
Follows instructions and performs other duties as may be assigned by supervisor.
Assists other employees in accomplishment of Huntsman company goals.
Participates in and completes company-required training programs.
Participates in Environmental, Health and Safety initiatives as set forth by the company.
Essential functions require presence in the workplace on a regular basis and an ability to work extra hours if needed. If applicable, ability to work overtime may be needed to ensure required shift staffing capacity to meet daily production objectives.
Education and Work Experience Requirements:
Bachelor's Degree in Chemical Engineering with 10+ years related experience.
Minimum 10 years of manufacturing experience in a processing or industrial environment is strongly preferred.
Five or more years of experience directly managing exempt and non-exempt employees is strongly preferred. Experience with chemical reaction systems, filtration technologies, liquid / solids and gas / solid separations, solids blending / mixing systems a plus.
Prior Site Manager experience preferred.
Specific Skills and Knowledge
Experience using Microsoft Office Suite with proficient skills in Excel (creating charts, formatting cells, working with macros and pivot tables, etc), Access (ability to work with and manipulate large sets of data), PowerPoint (change slide layout, applying new presentation design, inserting images, etc.).
Strong communicator who can quickly establish rapport and build a network with internal customers.
Must demonstrate a high level of business acumen.
Must have the ability to be creative, analytical, and persuasive at the same time.
Ability to build collaboration skills, both written and oral.
Ability to communicate with all functions and levels within the company, as well as customers, suppliers, and the community.
Demonstrated problem solving skills with many issues, developing situations, and successfully implement corrective action plans through subordinates.
Strong interpersonal, influencing, and facilitation skills.
Benefits: The successful candidate will receive a competitive salary and will be eligible to participate in a comprehensive benefits package which includes: medical, vision and dental, basic life insurance, AD&amp;D; insurance, and 401k.
*LI-GF-1
~IND123</span>",Site Manager
421,Threshold Enterprises,"<span class=""summary"" id=""job_summary"">The Manufacturing Manager is responsible for all performance in the Manufacturing Department and will ensure that production occurs in a safe environment, in accordance with cGMP quality standards, on-schedule and within cost objectives. The Manufacturing Manager is responsible for supporting an environment of continuous improvement focused on meeting or exceeding operational Key Performance Indicators.
<br>
<br>
<b>Specific Job Duties:
</b><br>
<br>
<li>Ensure a safe environment is maintained for all areas:
<li>Required training is completed on time
</li><li>Establish accountability metrics for supervisory staff ensuring safety follow-ups, investigations, inspections and continuous improvements are completed on time
</li><li>All safety guidelines and procedures are followed
</li><li>Must be an active member in the Plant Safety Committee
</li><li>Work areas are maintained, hazards identified and corrected, to ensure a safe workplace for all employees
</li></li><li>Maintain cGMP compliance
<li>Ensure a timely response to the closure of cGMP operational matters defined by QA: Master Manufacturing Records, CAPAs, Deviations, Good Documentation Practices, etc.
</li><li>Ensure all cGMP, SOP and SSOP training is carried out in compliance with regulations and company policy
</li></li><li>Directs the production employees, processes and systems to ensure the optimal operation of the various production lines in a manner that promotes a safe working environment, minimizes waste, optimizes efficiency, minimizes downtime, promotes employee involvement, complies with food safety programs, keeps areas under 5âs conditions, helps implement a lean culture and reduces cost.
</li><li>Establishes production standards, measurements, and monitoring to ensure production processes and systems are optimized as designed and are continuously improved when opportunities are present.
</li><li>Collaborates with Human Resources to implement staffing for the plant with attention to labor cost containment, educate and hold employees accountable to Company policies, to resolve performance or conduct related issues with employees, and to ensure compliance with employment laws and regulations
</li><li>Communicate with managers and supervisors to ensure open, two-way dialogue to ensure that Company information is disseminated to all employees and that employeeâ ideas, issues or concerns are being listened to and handled in an effective and efficient manner. Maintain a good working atmosphere
</li><li>Professionally develop shift managers, supervisors, and leads through objective setting, project and work assignment, performance assessment, coaching and feedback in collaboration with human resources.
</li><li>Establish and maintain productivity standards.
</li><li>Ensure Departmental Budgets are developed and met.
</li><li>Develop and implement cost reduction/methods improvement projects
</li><li>Coordinate with Planning to ensure that equipment and process utilization are aligned maximizing schedule attainment.
</li><li>Drive continuous improvement within Manufacturing to meet or exceed all operational KPIs.
</li><li>Participate in establishing plans for implementation of new projects, equipment, programs, and execute plans once approved by Management while ensuring change management tasks are followed.
</li><li>Perform all other tasks as assigned by Threshold management
</li><br>
<br>
<b>Qualifications
</b><br>
<b>Minimum Qualifications Required:
</b><br>
<br>
1. Five years of production management experience in food, dietary supplement or pharmaceutical manufacturing.
<br>
<br>
2. Leadership experience in a cGMP manufacturing environment.
<br>
<br>
3. Five years of directly supervising or managing employees.
<br>
<br>
4. Experience with a variety of computer software applications in word processing, spreadsheets, and database software. Experience with Microsoft Navision preferred
<br>
<br>
5. Knowledge of FDA and OSHA regulations and experience with cGMPs, SOPs, HACCP.
<br>
<br>
<b>Skills and/or Training Desired:
</b><br>
<br>
1. B.S. or M.S. degree in Industrial Engineering, Chemical Engineering, Food Science or relevant field.
<br>
<br>
2. Experience in Botanical, nutraceutical, food or pharmaceutical manufacturing.
<br>
<br>
3. Experience with document control processes, ERP, TQM, Lean Manufacturing, Six Sigma, Root Cause/Corrective Action Analysis
<br>
<br>
4. Proven Project Management experience
<br>
<br>
5. Experience with managing interpersonal issues, negotiation and employee relations
<br>
<br>
6. Willing to work occasional off shifts and weekends.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Manufacturing Manager
422,"Amyris, Inc.","<span class=""summary"" id=""job_summary"">Senior Associate Scientist, Strain Performance Optimization, PD&amp;E;
</span>","Senior Associate Scientist, Strain Performance Optimization, PD&E"
423,Omega Point Partners,"<span class=""summary"" id=""job_summary"">We have a great career role for a Chemical Process Engineer with Global Chemical Client. The company provides customers worldwide with chemical and minerals which are used in their manufacturing processes. You be responsible for optimizing quality, process, productivity and documenting production process improvements. Ensuring compliance with State and Federal Regulations related to safety and the environment is a key component of this exciting role.
<br><br>
<b>Lots of pluses to this great role, including:</b> Great location for outdoors activities. You have great weather, you have mountains, desert, biking, hiking, snowboarding / skiing, boating, desert motorsports and golfing! Joining an Global Leader with 14,000 employees worldwide An extensive corporate relocation program provided. Career growth in a very stable manufacturing environment Great affordability with lower than average housing cost and higher than average appreciation with Cost of Living below US average.
<br><br>
Strong career stability / growth and development opportunity This key role has a strong compensation and benefits program that include medical/ dental insurance, FSA account, 401k match, Life / ADD insurance, disability, paid vacation, disability and education reimbursement. Please forward resume to: bsweedar@mriomega.com It will open a profile that will allow you to upload a current resume and provide needed insight into your experience and expectations. We will use this information to create a client presentation and as a basis for our follow up conversation. This position is a high priority so don't delay if you are interested.
<br><br>
<b>I look forward to talking with you! Duties:</b> Responsible for heat and material balance, development and use of process simulation. Develop of process flow diagrams, block flow diagrams, system design parameters, and design or rating of equipment and apparatus such as heat exchangers, vessels, reactors, etc. Creates documentation including SOPâs, training, validation of equipment, and reports.
<br><br>
Directs activities to ensure the project progresses on schedule and within budget. Create project specifications including drawings, data sheets, etc. compliant with industry / safety standards and to client specifications. Optimize current processes including performance consistency and cost effectiveness.
<br><br>
Provide accurate and timely project reporting to internal and external customers Manage relationships with preferred equipment manufacturers, specialists, and technical support consultants. Provide engineering to improve existing manufacturing processes and capabilities. Liaison with manufacturing team at all levels to resolve technical issues, applying your skills to design, optimize and troubleshoot equipment. Identify emerging technologies for future implementation Ensure each process plant is set up to provide maximum output levels and efficiency; Implementation of upgrades and modifications, including reviewing and preparing documentation.
<br><br>
Assess options for plant expansion or reconfiguration by developing and testing process simulation models Implement new manufacturing processes for existing and new products. Maintains knowledge of all processes and equipment and acts as engineering resource. Provide technical advice and to resolve problems. Develop expertise on current and emerging technologies.
<br><br>
Uses situation, potential problem, and decision analyses, risk assessments, DMAIC, LEAN methodologies. Implement corrective actions to solve problems based on root cause analysis Design and evaluate sampling and measurement procedures. Lead problem solving teams. Qualifications: BS in chemical engineering 7 years related experience in manufacturing and/or chemical process industry Knowledge of crystallization and inorganic chemistry preferred.
<br><br>
Six Sigma experience required / Green/Black Belt preferred. Knowledgeable in process, mechanical and electrical engineering practices and processes, including mass and energy transfer and fluid flow. Skilled with process equipment operation and troubleshooting. Able to support plants which are in continuous operation Candidate must be skilled in data analysis and statistical methods.
<br><br>
Must be skilled with computer modeling tools. Advanced education is a plus Professional certifications are a plus.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Chemical Process Engineer 1627
