,company,description,title
574,Adobe,"<span class=""summary"" id=""job_summary"">Sr Manager, Web Analytics
</span>","Senior Manager, Web Analytics"
575,IDEO,"<span class=""summary"" id=""job_summary"">**************
<br><br>
<b>In a nutshell:</b><br>
**************
<br><br>
Creative Difference ( https://creativedifference.ideo.com/#/about ) is a new venture borne out of IDEO’s Design for Change studio. It is an enterprise tool used to assess an organization’s creative competencies in the areas of innovation, competitiveness, and adaptability. And, we are in search for a mid-level Software Engineer to manage relationships with our corporate clients and individual users of Creative Difference.
<br><br>
*************************************************
<br>Why is this role important for IDEO’s work?
<br>*************************************************
<br><br>
Our Design for Change studio’s Product Team, based out of our San Francisco office, is looking to scale up its engineering on the Creative Difference product team to streamline the product, iterate on features, and improve the customer experience. It is a small team with a big goal.
<br><br>
****************************
<br><br>
<b>Once you are here, you will:</b><br>
****************************
<br><br>
<ul>
<li>Build on existing codebase to implement new features, fix bugs, and extend the codebase</li>
<li>Work on full application stack: front-end marketing site, front-end user application, back-end API, administration, and data modeling and querying</li>
<li>Work with data analyst to help support their data needs</li>
<li>Work closely with product owner and team to uncover new customer needs, prioritize tasks, and implement and launch new features</li>
<li>Collaborate with other developers via code reviews and occasional pair programming</li>
<li>Collaborate with IDEO’s talented design team to help shape new features</li>
</ul>
*******************
<br>Relevant Experience
<br>*******************
<br><br>
Must Haves
<br><br>
<ul>
<li>5+ years experience working on production quality software in a team environment</li>
<li>3+ years experience working on production quality Ruby on Rails apps</li>
<li>Fluency and comfort working with Javascript and Angular</li>
<li>Fluency and comfort working with databases (data modeling, SQL, optimization)</li>
<li>Fluency and comfort with automated testing (we use Rspec + Capybara)</li>
<li>Fluency and comfort working with Git</li>
<li>A passion for readable, extensible, beautiful code.</li>
</ul>
Above and Beyond
<br><br>
<ul>
<li>BS / MS in computer science or related engineering field</li>
<li>Diving in, understanding, and building on existing codebases is easy</li>
<li>Taking user feedback, synthesizing user needs, and bringing them to a feature list, design, and implementation is second nature</li>
<li>Interest in Big Data technologies - Hadoop, Apache Spark, MADLib, etc</li>
<li>Going from coding to a brainstorm then diving back into code is the perfect day</li>
<li>Contributing to great visual design alongside world-class designers sounds blissful</li>
<li>You’re excited to be at IDEO, learn more about Design Thinking, and work amongst super creative people</li>
</ul>
*************************
<br>What does IDEO offer you?
<br>*************************
<br><br>
IDEO is a place unlike any other. It’s a place where you can solve diverse, complex challenges for our clients or the organization, alongside thoughtful, intelligent individuals who lead with curiosity, empathy, and optimism. Sure we work hard, but we also intentionally craft moments that allow our community to pause, create, and connect. We encourage our community to bring their whole selves to work, respect the need for work-life balance, and allow for autonomy in the design process and your career.
<br><br>
IDEO San Francisco’s Design for Change Studio focuses on helping organizations adapt to and drive change. At times we’re redesigning the employee and customer experience, other times we’re helping to build innovation engines within organizations, and sometimes even unifying large companies with a common purpose.
<br><br>
***************************
<br><br>
<b>Check out some of our work:</b><br>
***************************
<br><br>
<ul>
<li>Creative Difference ( https://creativedifference.ideo.com/ )- We designed a tool to assess an organization's creative competitiveness.</li>
<li>IDEO U ( http://www.ideou.com/ ): An online school where anyone can unlock their creative potential through design thinking and collaboration</li>
<li>OI Engine ( http://oiengine.com/ ): An innovation software product, helping organizations engage their people and networks in creative problem-solving online</li>
<li>Intercorp ( https://www.ideo.com/case-study/launching-an-innovation-lab-to-benefit-peruvians ): Launching an innovation lab to benefit Peruvians</li>
<li>Team Rubicon ( https://www.ideo.com/case-study/designing-a-global-plan-for-disaster-response ): Designing a Global plan for disaster response</li>
</ul>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>","Software Developer, Creative Difference"
576,OpenTable,"<span class=""summary"" id=""job_summary""><b>Job Type:</b> Full-Time
<br><b>Location:</b> San Francisco
<br><b>Department:</b> Engineering
<br><br>
At OpenTable , we take pleasure in Software Development. We believe that velocity comes from a commitment to clean code and solid engineering principles. We deliver innovative products through rapid, continuous development. Millions of diners and thousands of restaurants around the globe use our products. If you are excited by constantly challenging engineering processes and can deliver exceptional quality in a fast-paced, agile environment, we'd like to meet you. Bonus points if you love restaurants too!
<br><br>
<b>Job Description:</b><br>
You will be part of a small and talented Data Analytics team. Data Analytics team is responsible for providing Analytics Intelligence solutions for the entire organization. As a senior member of Data Analytics group, you will be responsible for working directly with Business Users and creating reports/dashboards and performing ad-hoc analysis on business problems that provide actionable insights. We are also working on creating our Big data pipeline to feed data in our Data Lake using Apache Spark and querying it using PrestoDB, so you will get a chance to work on the new Open Source Analytics technologies.
<br><br>
Key Responsibilities
<br>Passionate about learning Business Key Metrics and doing an analysis to find trends and drivers.
<br>Analyzes requirements, designs and develops business intelligence applications to meet business needs.
<br>Participates in Business Metrics discussion sessions; works together with users to find the best possible solution to a given business problem.
<br>Supports business users on answering complex business questions via MicroStrategy and ad-hoc SQL queries.
<br>Architecting, Designing and Delivering Analytical solutions(analysis, reports or Dashboards) from end to end
<br>Troubleshoots technical issues at all levels.
<br>Well conversant with current BI products and tools and have means to solve any issues
<br>Relationship building with key business stakeholder
<br>Contribute to data aggregation strategy for reporting, dashboards, and self-service analytics
<br><br>
<b>Requirements:</b><br>
Ability to lead your own projects → Identifying User Requirements to writing ETL scripts to aggregate the data to creating dashboards/reports.
<br>Two (2) or more years of experience as a business or data analyst
<br>Experience with business intelligence solutions, such as MicroStrategy or Tableau
<br>Advanced data visualization and SQL skills
<br>Experience working directly with business users to build reports, dashboards and solving business questions with data.
<br>Demonstration of strong performance and growth in prior roles and academics
<br>Strong organizational skills, excellent written and oral communication skills
<br>Ability to clearly communicate reasoning and rationale for feature prioritization and tradeoffs
<br>Ability to create shell scripts, and programming experience with Python, Perl or Ruby is a plus
<br>BS/BA, in Computer Science area, MS in Computer Science is a plus
<br><br>
#LI-AB1</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Business Intelligence Developer
577,etouch,"<span class=""summary"" id=""job_summary"">Hi,
<br>
Established in 1998, eTouch Systems is a technology services company that specializes in Digital Web Engineering. We deliver technology services and accelerate growth for Global 1000 companies by solving complex business challenges with breakthrough technical innovations. We partner with leading global hi-tech enterprises to service their business and technology needs. currently working with our direct clients including <b>VMware, Intuit, Cisco, Yahoo, Sony, Google, PG&amp;E; &amp; </b><b>Kaiser </b>amongst others enabling the success of their Software as well as IT infrastructure development initiatives through the quality of our consultants.
<br>
<b>Sr Analytics Consultant
</b><br>
<b>Location: San Francisco, CA
</b><br>
<b>Duration: 18+Months
</b><br>
Looking for an expert data analyst with minimum five years of experience in business requirement analysis, system architecture and functional design specification.
<br>
<ul><li>Experience in Customer Data Analysis, Predictive Analysis, Product and Price Analysis
</li><li>Strong working experience in data warehousing and business intelligence technologies including good knowledge of Relational Database/SQL, SAS and Business Objects.
</li><li>Strong project management, analytical, and problem solving experience.
</li><li>Effective communication skills and large scale system implementation experience.
</li></ul><br>
<b>Please feel free to send your questions on my way at gnagaraju@etouch.net/ 510 585 1527 ©, if you would like to learn more of this need. Thank you.
</b><br>
<br>
<b>Best regards,
</b><br>
<b>Raju </b>| eTouch Systems | <b>Desk phone </b>: +1.510.795.4800 X 159 <b>Cell phone </b>: +1.510.585.1527| <b>Email </b>: gnagaraju@etouch.net | <b>Fax </b>: +1.510.795.4803 | <b>URL </b>: www.etouch.net <b>Linked In </b>: http://www.linkedin.com/in/graju/
<br>
<br>
<b><em>Custom Development Solutions </em></b><b><em>| </em></b><b><em>Integration &amp; Support Services </em></b><b><em>| </em></b><b><em>Professional Services
</em></b><br>
6627 Dumbarton Circle | Fremont, CA 94555</br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Analytics Consultant
578,Cymer,"<span class=""summary"" id=""job_summary"">ENVISON YOUR FUTURE AT CYMER!
</span>",Principal Information Management Analyst
579,Ross Stores,"<span class=""summary"" id=""job_summary"">GENERAL PURPOSE:
</span>",BI Analyst / Report Developer
580,Bio-Rad Inc.,"<span class=""summary"" id=""job_summary""><b>What you’ll be doing:</b><br>
We are looking for a Data Scientist who has sound business understanding, data handling, programming and data visualization skills to formulate the questions that will help business identify and overcome operational challenges using KPI’s.
<br><br>
As a Data Scientist you will be expected to create business insights from the available data. You should be confident in your ability to structure the data in a useful manner, mine it, and make relevant assumptions, build correlation models, prove causality, and search the data for signs of anything that can deliver a positive business impact.
<br><br>
Work with the application teams to source data, transform the data for analysis and compute usable insights from data.
<br><br>
Ability to create statistical models and data system programming as required.
<br><br>
Understanding of structured SQL and / or other BI tools/packages.
<br><br>
Understand partner business objectives and provide actionable analytic insights on topics like:
<br><br>
<ul>
<li>consumer behavior and purchase patterns.</li>
<li>sales force alignments, targeting, call reporting, sampling, performance measurement, sales reporting and incentive compensation.</li>
</ul>
Establish key performance indicators and analyze metrics to identify root causes behind shifts in performance.
<br><br>
Conduct extensive analysis on partner performance trends and provide insight into growth opportunities; synthesizing diverse, complex information to develop a story with data and insights.
<br><br>
Monitor performance of business goals and communicate status through visual analytics.
<br><br>
Proactively identify new analytic techniques to develop differentiated analytic solutions to drive results.
<br><br>
Establish and maintain relationships with key client decision makers.
<br><br>
Write queries and perform other duties as assigned.
<br><br>
Analyze sales trends, performs market assessments and prepares ad hoc data analyses as needed.
<br><br>
Develop, implements, and maintains sales reporting and performance measurement systems for sales team.
<br><br>
Supports promotion arrangements and related activities.
<br><br>
Develop, implements, and maintains sales reporting and performance measurement systems for sales team.
<br><br>
Supports promotion arrangements and related activities.
<br><br>
<b>What you need for this role:</b><br>
<b>Bachelor's Degree in a related field:</b> statistics, decision sciences, economics, predictive analytics, engineering or other quantitative fields or five (5) years of experience in a related data analytics discipline.
<br><br>
5+ years experience managing databases, providing timely user support, and writing reports, or equivalent combination of education and experience.
<br><br>
Ability to perform complex statistical reporting, including skill in composing logical, detailed, and analytical reports
<br><br>
<b>Experience using the following platforms:</b> Hadoop, Hive, Azure Cloud, Power BI, SAP, Salesforce, and SQL
<br><br>
Experience using BusinessObjects for developing and maintaining business intelligence and complex analytic reports.
<br><br>
Strong interpersonal, organizational, and time management skills.
<br><br>
Proficiency with Microsoft Word, PowerPoint, and Microsoft Excel (Pivot Tables, VLookups)
<br><br>
Medical or regulated industry experience is a plus.
<br><br>
Coding experience preferred
<br><br>
Ability to create and deliver presentations to technical and non-technical audiences.
<br><br>
Ability to quickly learn new data models and functions.
<br><br>
An understanding of the difference between correlation and causation.
<br><br>
<b>What’s in it for you:</b><br>
Competitive pay and great benefits including medical, dental, vision, 401k and more
<br><br>
Opportunities for growth and training
<br><br>
Stability of a profitable 60+ year old company
<br><br>
Great work environment
<br><br>
<b>About Bio-Rad:</b><br>
Bio-Rad is a global leader providing a broad array of clinical diagnostics and life science research products. With a team of more than 7,800 employees and a global network of operations serving our customers, we help people live longer, healthier lives.
<br><br>
Bio-Rad was founded over six decades ago and has continued to provide the healthcare industry with innovative and useful products that help life science researchers accelerate the discovery process and medical diagnostic labs obtain faster, better results.
<br><br>
EEO/AA Employer/Veterans/Disabled/Race/Ethnicity/Gender/Age
<br><br>
Required Skills
<br><br>
Required Experience</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Marketing Data Analyst II (Data Scientist II)
581,Anjaneyap Inc,"<span class=""summary"" id=""job_summary"">Business Analyst I / Junior Business Analyst
<br>If you are looking to kickoff your career in IT as a Business Analyst or Quality Analyst, then you are at the right place. IT industry has expanded rapidly in the last decade and reached new heights. Being a growing industry, it has many opportunities to offer.
<br><br>
Our company provides free Excellent professional and personal development support to our employees to enhance their skills.Competitive compensation and benefits and 24/7 support while on the project. We are your trusted partners to open your career to fortune 500 clients.
<br><br>
We are ranked in INC500.We have best and dedicated professionals from the industry, who will guide and encourage you to pursue your career goals.
<br><br>
Anjaneyap is a zealous company which is ready to invest time in you and get your career start. Requirements are available all over USA and if you are looking for long projects then this is the right place to be.
<br><br>
Business Analyst; Business System Analyst; Business Intelligence; Data Analyst; Financial Analyst; Quality Analyst are few of the roles our clients have.
<br><br>
If you have valid visa/work authorization, kindly send your resume for review and kick start your career.
<br><br>
Bachelor/Masters
<br>Minimum of two years work experience in related fields required
<br>Must be able to develop and motivate employees
<br>If any hands on experience with Programming language will be appreciated
<br>Task-oriented with analytical perspective
<br>Ability to develop and meet schedules required
<br>Excellent verbal and written communication skills
<br>Ability to travel frequently, for extended periods, and work overtime as needed
<br>Responsible and able to function in a team environment
<br>Should have Valid Employment Authorization to work in USA
<br>We are an equal opportunity employer offering a competitive salary and full benefits including medical, dental, life, short- and long-term disability insurance, a 401(k) and employee stock ownership program, vacation and sick leave, holidays, tuition reimbursement, and excellent opportunities for career growth.
<br><br>
If you’re interested in this challenging opportunity to grow with one of the inc 500 company. Compensation: $55,000- $65,000 annually, DOE. (EOE / AA / MFDV)</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Business Analyst I / Quality Assuarance Testing/Data Analyst
582,Sharp Healthcare,"<span class=""summary"" id=""job_summary"">This position is located in Serra Mesa, CA (San Diego County)
<br>
<br>
<b>Hours
</b><br>
8-hour day shift, variable hours: primarily 8:00 am - 4:30 pm, but hours may vary to meet business needs. No weekends.
<br>
<br>
<b>Required Skills and Qualifications
</b><br>
<ul><li>Baccalaureate degree in appropriate health-related field
</li><li>Current CA license appropriate to requirements of position - for this position unencumbered CA Registered Nurse licensure required
</li><li>3-5 years of clinical experience in healthcare and leadership experience
</li><li>Previous operational acute care experience
</li><li>Leadership experience that promotes collaborative teamwork
</li><li>Ability to effectively work with Sharp management, staff, physicians; to communicate clearly, concisely and accurately with people verbally and in writing; to achieve results for the organization and the project with and through people; to practice good time management; to demonstrate good leadership and project management skills
</li><li>Ability to successfully manage multiple project work teams using applied principles of project and team management
</li><li>Knowledge and experience in utilization of change management theory and practice
</li><li>Strong quantitative, analytical and process redesign skills, along with project management skills will be essential components of this role
</li><li>Knowledge and understanding of principles of healthcare risk management
</li><li>Current knowledge of Joint Commission, state and federal regulatory agency requirements, standards and regulations, particularly those related to Performance Improvement
</li><li>Knowledge of general principles of quality improvement, infection control, safety, corporate compliance and HIPAA
</li><li>Intermediate computer skills, including knowledge regarding a variety of computer software applications, including relational database, MS Office, PowerPoint, Cerner, Excel, statistics and clinical information systems
</li><li>Ability to perform statistical analysis on a variety of data types from a variety of data sources
</li><li>Ability to effectively interact, in oral and written forms, with medical and hospital staff, as well as patients, families, visitors, attorneys and the community at large
</li><li>Maintains confidentiality of quality improvement department information (refer to quality confidentiality agreement)
</li></ul><br>
<b>Preferred Skills and Qualifications
</b><br>
<ul><li>Previous case review and Performance Improvement experience strongly desired
</li><li>BSN degree strongly preferred
</li><li>Masters degree
</li><li>Certified Professional in Healthcare Quality (CPHQ)
</li><li>Current BLS certification for HealthCare Providers
</li><li>Trained in Lean Six Sigma
</li></ul><br>
Description
<b><br>
</br></b><b>Summary
</b><br>
This Senior Specialist - Performance Improvement position is within the high profile Quality &amp; Patient Safety department supporting the entities of the Sharp Metropolitan Medical Campus. Responsibilities include but are not limited to: managing performance improvement projects using Define, Measure, Analyze, Improve, Control (DMAIC) and applicable lean six sigma tools, managing the peer review process for assigned medical specialties, conducting comprehensive case review for opportunities for improvement and partnering with appropriate clinical and administrative colleagues to drive change. The successful candidate will be able to apply ‘lean’ principles to project management, select appropriate metrics for projects and analyze data to ensure accurate measurement of causes and effects.
<br>
<br>
The Quality &amp; Patient Safety Department is instrumental in improving clinical quality, reducing patient harm through a comprehensive patient safety program and fostering a culture of safety. The department is made up of staff members consisting of: Decision Support Analysts, Sr. Specialists, Admin/Data Analyst; with various skill sets from data mining, to conducting root cause analysis and being involved in process improvement. The clients served encompass all of Sharp Metropolitan Medical Campus which includes: Sharp Mary Birch Hospital for Women &amp; Newborns, Sharp Memorial Hospital, Sharp Memorial Outpatient Pavilion, Sharp Mesa Vista, and Sharp McDonald Center.
<br>
<br>
Sharp Memorial Hospital — the first hospital in San Diego with all private patient rooms — is dedicated to providing the highest-quality, patient-centered care and consists of 368 beds . Designed to promote comfort and healing with the use of natural light and soothing colors, the hospital offers the latest medical technology and is home to San Diego’s largest, most modern Emergency and Trauma Center.
<br>
Sharp Memorial is known for outstanding programs in cardiac and vascular care, cancer treatment, orthopedic and neurological services, rehabilitation, robotic surgery and multi-organ transplantation, and has been recognized as a MAGNET®-designated hospital for nursing excellence and is also designated as a Patient-Centered Hospital by Planetree, an organization committed to personalizing, humanizing, and demystifying the hospital experience for patients and their families.
<br>
<br>
<b>Essential Physical Requirements of the position may be discussed during the interview.
</b><br>
<br>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Specialist
583,SEIU United Health Care Workers,"<span class=""summary"" id=""job_summary"">Position Summary:
</span>",Membership Auditor
584,Emanuel Medical Center,"<span class=""summary"" id=""job_summary"">The Quality/Data Analyst performs a range of functions and tasks supporting the provision of safe, high quality care throughout the organization.. The position performs observations, data collection, abstraction and analysis for a variety of internal and external quality and/or patient safety initiatives and regulatory requirements. Analysts are required to understand complex data specifications and methodologies underlying initiatives. Additionally, the analysis must understand the care processes, workflow systems, and structures that support the healthcare practices, regulations, and outcomes being measured, monitored and improved. This position communicates, coordinates, and collaborates with internal department staff, organizational leadership, and medical staff to continuously improve organizational processes. The position reports to the Assistant Vice President of Quality.
<br><br>
<b>Qualifications:</b><br>
Current California RN License. Quality background preferred. Minimum 2 years clinical experience. Excellent communication and interpersonal skills. Knowledge of current hospital, local, state and national standards/codes/regulations. Job: Nursing Primary Location: Turlock, California Hospital Location: Emanuel Medical Center Job Type: Full-time Shift Type: 8 Hour Day</br></br></br></span>",RN - Quality - Fulltime Days
585,Community Medical Centers - Corporate Offices (CMC),"<span class=""summary"" id=""job_summary"">Job Number: </span>",Manager of Internal Audit - Full Time (8hr)
586,Tanko Lighting,"<span class=""summary"" id=""job_summary""><p>Tanko Lighting is looking for a rock star. Our professional services team needs someone who can translate data and organize details to ensure streamlined implementation of municipal LED street light conversion projects. If you consider yourself an independent and hard worker, Excel/Access/Arc GIS proficient, well-rounded with solid people skills, a collaborator, and most importantly are passionate about doing ethically sound, high-value work within the energy efficiency world, we'd love to hear from you.</p><p>Tanko Lighting helps municipalities convert their aging street lighting infrastructure to energy efficient LED technology. We provide a turn-key solution that offers comprehensive project management services, including infrastructure audit, project design, procurement, construction management, and commissioning. We are a growing company looking for team members to help deliver superior consulting services to our clients nationwide.</p><p>What you can expect from us:</p><p>- Your hard work will always be appreciated and acknowledged</p><p>- A comfortable work environment where people ACTUALLY enjoy working together</p><p>- Competitive salaries and a structure that compensates for a job well done</p><p>- A solid team of people who have a sincere interest in seeing you, and the company as a whole, succeed</p><p>- A proper set of priorities: People. Planet. Profit.</p><p>Tanko Lighting is an equal opportunity employer and affords equal opportunity to all applicants for all positions without regard to race, color, religion, gender, national origin, age, disability, veteran status or any other status protected under local, state or federal laws. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records. To learn more about what we do and why we do it, see our website: www.tankolighting.com</p><p>Job Summary: This salaried position supports the company's turn-key lighting projects in its professional services division. The position provides analysis, research, data coordination and project management support for business development and project implementation.</p><p>Summary of essential job functions:</p><p>Works closely with the project manager and data team to coordinate project implementation from beginning to end</p><p>Develops detailed analyses on life cycle costs, energy efficiency savings, cash flows, and cost benefits of comprehensive street light replacement projects</p><p>Assists with project planning and strategy</p><p>Trains and manages field staff on data collection efforts</p><p>Coordinates with data analyst to create client-facing reports</p><p>Supports material procurement and invoicing, requiring detailed project tracking</p><p>Coordinates with utilities to secure rebates and rate changes for new LED fixtures</p><p>Conducts on-site commissioning as needed</p><p>Provides administrative support for reporting requirements, proposal and presentation development, production schedule management, and preparation of deliverables</p><p>Other duties as requested</p><p>Minimum Requirements:</p><p>Bachelors degree in Environmental/Sustainability Management, Engineering, Information Systems, Science, Business Management or other relevant field</p><p>Proficient in Microsoft Office Suite, demonstrated experience managing data in Excel</p><p>Superior organizational skills and attention to detail</p><p>Excellent interpersonal and communication skills</p><p>Proven analytical skills</p><p>Background in sustainability and/or energy efficiency preferred</p><p>Project management experience preferred</p><p>Experience with ArcGIS software a plus</p><p>Available immediately to start</p><p>Job Type: Full-time</p><p>Required education:</p><ul><li>Bachelor's</li></ul><p>Required experience:</p><ul><li>Project Coordination: 1 year</li></ul><p>Required license or certification:</p><ul><li>Driver's License</li></ul></span>",Project Associate
587,Embedded Works Corporation,"<span class=""summary"" id=""job_summary""><p>[About the Company] For over 10 years, Embedded Works has been the one-stop source for wireless and embedded solutions. We deliver a full portfolio of wireless technologies (i.e. Bluetooth, WiFi, GPS, 4G LTE), that have enabled startups to Fortune 500 companies to design and develop smarter connected products. Join us to be part of the IoT (the Internet of Things) and M2M (machine-to-machine) revolution! http://www.embeddedworks.net</p><p>[Job Description] With the popularity of wireless technologies, our company is growing rapidly and is looking for a self-motivated Bookkeeper / Data Analyst that has a knack for balancing and analyzing financial numbers. You will be handling a multitude of bookkeeping and accounting duties. You will be a direct contributing member working closely with the Sales, Marketing, and Management team. We are looking for someone who takes pride in ""owning"" their area of expertise, and helping other departments excel at theirs. This position is ideal for someone who likes the dynamics of working in a small company, enjoys helping customers, and implementing cost cutting ideas.</p><p>Interested candidates must complete our online inquiry form here:</p><p>https://www.surveymonkey.com/r/2RC55XM</p><p>[Responsibilities]</p><p>- Manage Monthly Recurring Customer Account Invoices</p><p>- Manage A/R collections - Sort and post A/R checks and wire transfers daily</p><p>- Provide Monthly Vendor Service Reports</p><p>- Reconcile Monthly Vendor Bills</p><p>- Verify Credit term applications</p><p>- Processing and invoicing Data Services, SIM Cards.</p><p>- Assist Customers directly for all invoicing matters.</p><p>- Work with Vendors on all billing matters. - Reconciling Credit Cards and other accounts.</p><p>- Additional duties as required.</p><p>[Desired Skills and Qualifications]</p><p>We strive for a professionally rewarding, fun, and diverse working environment. Our company culture fits with individuals who have an ""I CAN DO and willing to learn anything"" attitude. Candidates who catch our attention shall possess the following skills and experience:</p><p>- BA/BS Degree or equivalent experience.</p><p>- Have 2 to 4 years experience in bookkeeping, accounting or a similar field. - Must be proficient in Quickbooks</p><p>- Proficient with Microsoft Office Suite (Outlook, Word, Excel) - Advanced Microsoft Excel (formulas, pivot tables, graphs, reports).</p><p>- Strong analytical and communication skills, and detail oriented.</p><p>- Effective problem solver and ability to wear many hats in a dynamic environment</p><p>- The ability to effectively communicate (written and verbal) and maintain close working relationships with customers and team members.</p><p>- High standard of personal performance, independent thinker, works effectively in dynamic, fast-moving, constantly changing environment.</p><p>- Ability to receive supervision and occasional guidance on achieving short term goals and operating objectives; may work independently with limited supervision.</p><p>[Benefits]</p><p>- Salary based on work experience</p><p>- Medical / Dental Insurance</p><p>- Paid Holidays</p><p>- PTO Vacation</p><p>- Retirement Plan</p><p>Job Type: Full-time</p><p>Job Location:</p><ul><li>Santa Clara, CA 95051</li></ul><p>Required education:</p><ul><li>Bachelor's</li></ul><p>Required experience:</p><ul><li>Excel: 2 years</li><li>QuickBooks: 2 years</li><li>Full Cycle Accounting: 2 years</li></ul></span>","Accounting, Bookkeeper w/ Quickbooks Experience"
